BugID,FI,NI,SI,RI,CC,ElapsedTime,CI,OE,OW,Priority
11234,0,3,0,0,3,9488.08329861111,3,86.0,2.0,2.0
137,0,3,0,0,3,327.8892824074074,3,8.0,0.0,1.0
145,0,3,0,0,3,830.805775462963,2,333.0,1.0,2.0
149,0,10,0,0,5,7361.229409722222,6,222.0,0.0,1.0
213,30,15,10,2,11,7076.719409722222,13,78.0,0.0,4.0
223,6,3,1,1,5,7364.540543981481,5,222.0,0.0,4.0
314,4,6,0,0,5,9685.26824074074,4,415.0,1.0,1.0
335,0,0,6,6,4,294.77821759259257,3,415.0,1.0,1.0
346,2,0,1,1,3,297.7297453703704,2,416.0,0.0,2.0
373,3,0,3,0,4,7259.522800925926,3,333.0,1.0,4.0
375,3,0,3,2,4,7285.894618055556,3,278.0,0.0,5.0
432,12,3,6,2,7,1678.0042361111111,9,115.0,2.0,2.0
572,6,3,1,1,5,5986.187175925926,6,651.0,1.0,5.0
594,4,1,1,1,4,876.4866666666667,5,652.0,0.0,5.0
593,4,1,1,1,4,1206.158472222222,5,536.0,0.0,2.0
589,3,3,0,0,4,3010.2150810185185,3,461.0,0.0,2.0
577,15,3,10,6,8,269.4097106481481,10,650.0,2.0,2.0
573,4,1,1,0,4,187.1215162037037,3,461.0,0.0,2.0
602,2,0,1,1,3,218.92637731481483,4,533.0,3.0,2.0
604,3,0,3,1,4,873.4811574074074,5,641.0,1.0,2.0
607,2,0,1,0,3,181.53748842592591,2,535.0,1.0,2.0
608,0,0,0,0,1,0.0,0,535.0,1.0,2.0
617,0,0,1,0,2,243.32984953703703,1,639.0,3.0,2.0
621,0,0,1,0,2,117.42221064814817,1,461.0,0.0,2.0
613,4,0,6,4,5,181.04859953703703,6,650.0,2.0,2.0
633,0,0,1,0,2,242.331238425926,1,640.0,2.0,2.0
642,0,0,1,1,2,213.41179398148148,1,536.0,0.0,2.0
651,1,0,0,0,2,212.41248842592591,1,536.0,0.0,2.0
645,0,0,3,2,3,177.53957175925925,2,650.0,2.0,2.0
648,2,0,1,1,3,117.33748842592593,2,460.0,1.0,4.0
652,36,6,36,15,13,338.1756828703704,23,461.0,0.0,2.0
658,5,0,10,2,6,322.667349537037,6,460.0,1.0,4.0
668,1,0,0,0,2,111.54096064814814,1,534.0,2.0,4.0
676,2,0,1,1,3,170.32359953703704,2,536.0,0.0,2.0
688,4,1,1,1,4,3318.138287037037,3,536.0,0.0,5.0
691,0,0,15,3,6,2986.225300925926,6,461.0,0.0,5.0
694,0,0,10,8,5,2985.23363425926,8,461.0,0.0,2.0
695,0,0,3,1,3,96.52221064814816,2,461.0,0.0,2.0
696,0,0,6,3,4,2985.2400347222224,4,459.0,2.0,2.0
540,368,4186,6,5,96,8536.90616898148,229,,0.0,2.0
697,6,1,3,1,5,8588.140358796296,5,254.0,1.0,2.0
703,0,0,3,1,3,171.1440625,2,461.0,0.0,2.0
728,1,0,0,0,2,150.12524305555556,1,536.0,0.0,2.0
747,2,0,1,1,3,219.0673032407408,3,461.0,0.0,2.0
750,4,0,6,4,5,7684.220451388889,17,81.0,7.0,2.0
758,10,10,1,1,7,8798.942731481482,6,104.0,1.0,5.0
775,0,0,3,1,3,254.10746527777772,5,460.0,1.0,2.0
785,10,1,10,6,7,278.8632523148148,6,217.0,1.0,2.0
786,3,0,3,0,4,82.78508101851853,8,647.0,5.0,3.0
791,6,1,3,3,5,7293.873310185185,5,382.0,0.0,2.0
805,0,0,3,2,3,182.29696759259252,4,363.0,2.0,2.0
830,2,0,1,1,3,78.9600462962963,2,461.0,0.0,2.0
854,7,0,21,20,8,421.7726851851852,11,364.0,1.0,3.0
858,98,91,21,14,21,2434.471076388889,41,60.0,9.0,2.0
866,3,0,3,3,4,113.04210648148148,5,220.0,0.0,2.0
904,40,45,6,5,14,1032.848877314815,27,915.0,5.0,4.0
944,0,0,1,1,2,63.89020833333333,1,536.0,0.0,2.0
945,0,0,1,1,2,71.0921875,2,536.0,0.0,2.0
957,0,0,1,1,2,62.8740162037037,1,536.0,0.0,2.0
958,0,0,15,12,6,288.6936226851852,9,1146.0,4.0,2.0
959,400,300,120,40,41,7519.666828703704,191,574.0,30.0,6.0
960,28,6,21,19,11,600.1403240740741,24,643.0,9.0,2.0
967,0,0,3,3,3,62.04601851851852,2,651.0,1.0,5.0
989,0,0,3,2,3,63.840520833333336,2,364.0,1.0,2.0
994,36,3,66,36,15,795.2288888888888,45,636.0,6.0,2.0
998,0,0,15,11,6,157.1471875,9,532.0,4.0,2.0
1075,0,0,0,0,1,0.0,0,536.0,0.0,2.0
1076,5,0,10,8,6,312.0644097222222,8,925.0,4.0,2.0
1107,0,0,6,4,4,5936.824780092593,3,49.0,1.0,2.0
1109,0,0,1,1,2,46.785868055555554,1,652.0,0.0,4.0
1130,0,0,1,1,2,44.9390625,1,536.0,0.0,2.0
1132,2,0,1,1,3,578.7211921296297,2,536.0,0.0,2.0
1133,0,0,1,1,2,44.94422453703704,1,536.0,0.0,2.0
1134,8,0,28,28,9,2900.4121875,22,633.0,9.0,2.0
1136,5,0,10,4,6,489.1047569444444,7,333.0,1.0,2.0
1143,0,0,15,15,6,212.7724074074074,5,461.0,0.0,2.0
1151,0,0,6,4,4,43.10597222222222,3,535.0,1.0,2.0
1156,56,28,21,3,15,3468.390497685185,91,929.0,47.0,4.0
1157,27,3,36,21,12,600.0885648148148,24,1836.0,3.0,5.0
1172,6,0,15,7,7,2928.379606481481,10,362.0,3.0,4.0
1190,0,0,10,6,5,149.99934027777778,12,1145.0,5.0,2.0
1191,2,0,1,1,3,38.434131944444445,2,535.0,1.0,1.0
1201,2,0,1,1,3,97.57164351851851,3,115.0,2.0,4.0
1210,2,1,0,0,3,102.26820601851853,2,1.0,0.0,2.0
1212,0,0,6,2,4,194.1487731481481,4,219.0,1.0,2.0
1234,20,10,6,5,9,7744.953506944445,12,50.0,0.0,2.0
1242,8,0,28,17,9,205.27552083333333,9,83.0,1.0,2.0
1251,0,0,3,3,3,21.343275462962964,2,535.0,1.0,2.0
1252,28,6,21,18,11,2450.8488194444444,16,533.0,3.0,4.0
1256,0,0,6,3,4,2917.000462962963,4,363.0,2.0,4.0
1284,3,0,3,1,4,116.6152662037037,3,535.0,1.0,2.0
1290,7,0,21,16,8,266.407650462963,11,362.0,3.0,2.0
1292,0,0,3,3,3,88.60680555555555,3,651.0,1.0,2.0
1293,0,0,3,2,3,26.781238425925928,3,650.0,2.0,2.0
1294,0,0,3,3,3,88.5411111111111,5,651.0,1.0,2.0
1297,0,0,21,19,7,2913.7200462962965,6,535.0,1.0,2.0
1303,0,0,28,20,8,220.8738657407408,13,645.0,7.0,6.0
1305,0,0,10,9,5,2912.5689467592592,7,362.0,3.0,1.0
1309,0,0,3,3,3,25.853506944444444,7,649.0,3.0,2.0
1310,0,0,6,6,4,24.4653125,3,461.0,0.0,2.0
1315,0,0,1,1,2,24.854502314814816,2,365.0,0.0,2.0
1318,0,0,10,10,5,164.96795138888888,4,535.0,1.0,2.0
1321,3,0,3,2,4,8253.413356481482,5,254.0,1.0,2.0
1322,0,0,55,34,11,185.1034375,13,534.0,2.0,2.0
1323,10,0,45,41,11,191.1253356481481,14,534.0,2.0,5.0
1342,0,0,6,6,4,128.04305555555555,3,461.0,0.0,2.0
1347,0,0,3,2,3,112.53045138888888,4,115.0,2.0,3.0
1357,0,0,15,15,6,118.17458333333332,5,1150.0,0.0,2.0
1362,0,0,3,1,3,125.43297453703704,4,407.0,0.0,5.0
1366,0,0,10,10,5,2908.0359837962965,6,651.0,1.0,5.0
1374,0,0,1,1,2,19.830613425925925,1,536.0,0.0,2.0
1392,0,0,3,2,3,106.06721064814816,3,1148.0,2.0,2.0
1400,9,0,36,29,10,4819.593136574074,11,363.0,2.0,4.0
1410,0,0,1,1,2,7.015347222222222,1,535.0,1.0,2.0
1416,0,0,15,13,6,120.11528935185186,17,107.0,10.0,5.0
1417,0,0,10,10,5,117.1990162037037,10,111.0,6.0,3.0
1418,5,0,10,10,6,125.03626157407408,6,115.0,2.0,3.0
1422,0,0,10,10,5,138.28630787037036,4,364.0,1.0,2.0
1425,0,0,6,4,4,12.809398148148148,3,461.0,0.0,2.0
1494,0,0,6,6,4,72.7857986111111,3,536.0,0.0,4.0
1500,0,0,15,10,6,192.0639236111111,9,647.0,5.0,2.0
1496,0,0,1,1,2,10.36886574074074,2,651.0,1.0,4.0
1571,0,0,10,10,5,415.7975231481482,4,646.0,6.0,2.0
1596,0,0,36,20,9,139.9282638888889,22,529.0,7.0,4.0
1609,0,0,55,51,11,2895.9362152777776,15,458.0,3.0,4.0
1613,0,0,21,18,7,40.83344907407408,14,535.0,1.0,4.0
1656,0,0,1,0,2,117.01159722222222,1,362.0,3.0,2.0
1668,0,0,6,4,4,2894.8444328703704,3,364.0,1.0,2.0
1676,0,0,28,18,8,69.55270833333333,18,534.0,2.0,4.0
1682,0,0,21,21,7,2893.090439814815,7,651.0,1.0,2.0
1691,0,0,10,8,5,129.00340277777778,6,1838.0,1.0,2.0
1696,0,0,1,1,2,2.324710648148148,1,536.0,0.0,2.0
1726,7,0,21,17,8,158.88186342592593,9,535.0,1.0,4.0
1729,0,0,36,31,9,106.10538194444445,11,391.0,3.0,5.0
1750,0,0,3,1,3,62.05834490740741,2,1149.0,1.0,5.0
1755,9,0,36,22,10,5487.759166666667,16,330.0,4.0,2.0
1771,0,0,3,1,3,61.20265046296296,5,113.0,4.0,2.0
1801,2,0,1,1,3,63.4965625,2,461.0,0.0,2.0
1823,0,0,3,2,3,2881.257361111111,4,362.0,3.0,2.0
1839,8,0,28,25,9,187.0833217592593,19,645.0,7.0,2.0
1850,0,0,10,6,5,117.40065972222222,4,364.0,1.0,2.0
1852,0,0,15,9,6,173.63496527777778,6,48.0,2.0,2.0
1880,5,0,10,10,6,172.9930324074074,5,651.0,1.0,2.0
1888,3,0,3,3,4,139.08392361111112,4,363.0,2.0,2.0
1913,10,1,10,9,7,97.73347222222222,7,8.0,0.0,5.0
1925,0,0,21,18,7,170.05657407407406,7,651.0,1.0,2.0
1926,0,0,15,15,6,170.05144675925925,6,650.0,2.0,2.0
1930,0,0,15,15,6,154.02792824074075,5,535.0,1.0,4.0
1941,6,0,15,12,7,121.13163194444444,12,461.0,0.0,2.0
1942,0,0,1,0,2,93.1885300925926,1,239.0,0.0,2.0
1945,8,0,28,25,9,110.97929398148148,11,1836.0,3.0,2.0
1954,3,0,3,2,4,181.1380324074074,3,364.0,1.0,4.0
1955,0,0,15,12,6,181.1383912037037,5,364.0,1.0,4.0
1956,0,0,10,10,5,181.1286458333333,5,363.0,2.0,4.0
1957,0,0,3,0,3,48.35969907407407,2,641.0,1.0,3.0
1958,0,0,3,1,3,55.42697916666667,7,1144.0,6.0,4.0
1979,0,0,1,0,2,0.5209722222222222,1,5.0,1.0,2.0
1998,2,0,1,0,3,9819.66380787037,2,238.0,1.0,2.0
2005,16,1,28,25,10,459.6681018518519,19,324.0,10.0,2.0
2012,2,0,1,0,3,7396.760520833333,2,50.0,0.0,2.0
2076,0,0,3,3,3,36.87547453703704,2,364.0,1.0,4.0
2082,8,0,28,23,9,2859.779004629629,17,359.0,6.0,2.0
2091,4,0,6,5,5,34.677708333333335,6,650.0,2.0,2.0
2105,4,0,6,6,5,166.00738425925925,11,1144.0,6.0,3.0
2118,0,0,21,21,7,112.3541550925926,13,1835.0,4.0,5.0
2195,0,0,15,15,6,161.84836805555557,5,1145.0,5.0,2.0
2216,0,0,6,6,4,60.94967592592592,3,1150.0,0.0,2.0
2219,0,0,15,12,6,161.3814236111111,5,651.0,1.0,2.0
2222,14,1,21,11,9,9131.680856481482,9,461.0,0.0,2.0
2225,0,0,6,6,4,60.07899305555556,3,1150.0,0.0,2.0
2233,0,0,15,8,6,124.60443287037036,17,8.0,0.0,2.0
2234,0,0,6,2,4,27.99431712962963,8,1147.0,3.0,4.0
2236,21,3,21,16,10,117.77223379629628,27,243.0,15.0,4.0
2243,16,1,28,22,10,409.9189814814815,27,355.0,10.0,4.0
2244,0,0,15,15,6,160.1389814814815,6,363.0,2.0,2.0
1231,0,0,1,1,2,113.37973379629628,1,461.0,0.0,2.0
2299,0,0,3,3,3,49.14806712962963,2,651.0,1.0,4.0
2318,8,0,28,21,9,154.5457638888889,10,82.0,2.0,2.0
2360,0,0,0,0,1,1.9891782407407408,0,365.0,0.0,2.0
2368,0,0,6,2,4,20.908252314814813,4,5.0,2.0,2.0
2378,4,0,6,5,5,38.11178240740741,4,8.0,0.0,5.0
2380,0,0,55,46,11,105.74778935185184,12,535.0,1.0,2.0
2398,0,0,3,3,3,19.61314814814815,4,536.0,0.0,2.0
2407,0,0,6,6,4,88.79907407407407,5,649.0,3.0,2.0
2424,0,0,28,21,8,151.83458333333334,10,113.0,4.0,2.0
2437,0,0,3,3,3,5.747002314814814,3,254.0,1.0,2.0
2504,26,1,78,40,15,888.4733680555555,33,485.0,5.0,2.0
1227,7,0,21,21,8,201.0766898148148,10,534.0,2.0,2.0
2507,9,0,36,31,10,615.6691666666667,16,360.0,5.0,2.0
2508,0,0,21,18,7,65.00046296296296,7,116.0,1.0,2.0
2527,0,0,6,4,4,13.576666666666666,3,652.0,0.0,2.0
2531,0,0,15,13,6,95.6732175925926,5,83.0,1.0,2.0
2552,0,0,21,18,7,150.49640046296295,7,651.0,1.0,2.0
2612,0,0,15,15,6,57.71445601851852,5,84.0,0.0,5.0
2613,10,1,10,8,7,42.89017361111111,9,0.0,1.0,2.0
2618,4,0,6,6,5,157.7084837962963,6,319.0,1.0,2.0
2620,0,0,55,30,11,78.63559027777778,22,567.0,6.0,2.0
2630,0,0,3,3,3,9.335243055555557,3,650.0,2.0,2.0
2692,0,0,6,3,4,12.798645833333332,3,257.0,1.0,2.0
2725,3,0,3,3,4,40.03627314814815,3,929.0,0.0,2.0
2739,4,0,6,3,5,1221.5505324074074,10,142.0,6.0,2.0
2787,0,0,3,3,3,5.830717592592593,2,1147.0,3.0,2.0
2788,0,0,3,3,3,5.167141203703704,2,1148.0,2.0,2.0
2792,0,0,1,1,2,4.920208333333333,1,1147.0,3.0,2.0
2816,0,0,15,8,6,53.000729166666666,6,256.0,2.0,2.0
2821,0,0,6,5,4,36.84841435185185,4,652.0,0.0,2.0
2839,0,0,10,10,5,75.95486111111111,7,361.0,4.0,4.0
753,190,171,45,22,29,3970.104016203704,111,21.0,40.0,2.0
2872,0,0,15,10,6,131.86481481481482,6,650.0,2.0,2.0
2882,0,0,6,4,4,6.086145833333333,3,364.0,1.0,2.0
2896,0,0,10,8,5,60.14924768518519,4,1149.0,1.0,4.0
2921,0,0,6,6,4,74.76015046296297,3,257.0,1.0,2.0
2967,3,0,3,3,4,31.819884259259258,4,8.0,0.0,4.0
2989,10,1,10,10,7,205.38710648148148,9,649.0,3.0,2.0
2999,5,0,10,10,6,106.0469675925926,7,1148.0,2.0,2.0
3075,4,0,6,6,5,43.786006944444445,13,111.0,6.0,2.0
3080,4,1,1,1,4,7242.823877314815,3,170.0,3.0,2.0
3097,0,0,10,10,5,75.11273148148148,4,651.0,1.0,2.0
3100,0,0,15,8,6,6963.808668981482,9,253.0,5.0,2.0
3106,5,0,10,4,6,6963.496979166666,5,172.0,1.0,5.0
3119,0,0,10,8,5,78.1491550925926,10,536.0,0.0,2.0
3152,5,0,10,9,6,174.09883101851852,16,266.0,2.0,2.0
3170,0,0,3,3,3,330.2066550925926,7,648.0,4.0,2.0
3171,0,0,3,3,3,42.01804398148148,2,927.0,2.0,2.0
3175,0,0,10,5,5,139.25061342592593,7,649.0,3.0,2.0
3177,0,0,6,6,4,32.16032407407408,3,461.0,0.0,2.0
3179,3,0,3,3,4,6997.261273148149,3,467.0,1.0,2.0
3196,0,0,1,1,2,26.513564814814814,1,254.0,1.0,2.0
3197,3,0,3,3,4,507.84907407407405,5,362.0,3.0,2.0
3213,0,0,3,2,3,22.863506944444445,5,1403.0,3.0,2.0
3249,0,0,6,4,4,113.06498842592592,5,8.0,0.0,2.0
3253,14,1,21,21,9,225.08041666666668,14,638.0,4.0,2.0
3256,6,0,15,14,7,236.5848148148148,13,1144.0,6.0,2.0
3257,0,0,6,6,4,62.24480324074074,6,648.0,4.0,2.0
3259,0,0,1,1,2,28.53469907407408,1,572.0,1.0,2.0
3272,0,0,3,1,3,110.3392824074074,5,648.0,4.0,2.0
3275,0,0,0,0,1,46.07884259259259,0,1401.0,5.0,2.0
3284,0,0,0,0,1,162.05177083333334,0,1401.0,5.0,2.0
3299,0,0,3,3,3,178.77445601851852,6,569.0,4.0,2.0
3302,0,0,3,3,3,46.95005787037037,3,1404.0,2.0,2.0
3333,0,0,1,0,2,6126.755219907407,2,1401.0,5.0,2.0
3334,0,0,0,0,1,44.50827546296296,0,1400.0,6.0,2.0
3347,0,0,1,1,2,2.3085300925925925,2,536.0,0.0,4.0
3348,6,0,15,6,7,2799.0034953703703,10,364.0,1.0,2.0
3350,0,0,6,1,4,157.87957175925925,5,170.0,3.0,4.0
3358,0,0,6,2,4,105.9708912037037,6,254.0,4.0,2.0
3367,3,0,3,1,4,75.92788194444445,8,1400.0,6.0,2.0
3375,0,0,10,8,5,105.07214120370372,6,1147.0,3.0,4.0
3381,0,0,1,0,2,48.07952546296296,1,381.0,1.0,2.0
3404,0,0,1,0,2,1.926203703703704,2,571.0,2.0,2.0
3407,0,0,3,3,3,7.468611111111111,5,535.0,1.0,4.0
3408,0,0,6,5,4,154.74565972222223,3,257.0,1.0,2.0
3427,0,0,1,1,2,110.3602662037037,2,570.0,3.0,2.0
3438,3,0,3,2,4,8102.618680555555,5,461.0,0.0,4.0
3440,5,0,10,5,6,122.17777777777778,7,380.0,2.0,6.0
3505,0,0,91,36,14,49.94693287037037,25,461.0,0.0,2.0
3510,0,0,3,1,3,20.057152777777777,3,1404.0,2.0,2.0
3511,0,0,15,7,6,125.86649305555557,8,642.0,0.0,4.0
3529,6,0,15,11,7,174.62091435185187,10,568.0,5.0,2.0
3546,6,1,3,3,5,98.08631944444444,6,641.0,1.0,2.0
3547,0,0,1,1,2,61.76542824074074,1,928.0,1.0,2.0
3553,8,0,28,18,9,6.871736111111111,14,649.0,3.0,4.0
3565,3,0,3,1,4,114.5650462962963,4,319.0,1.0,4.0
3588,4,0,6,1,5,8.860833333333334,7,218.0,2.0,5.0
3605,18,1,36,25,11,132.7721412037037,23,238.0,1.0,5.0
3624,0,0,6,3,4,76.28159722222222,4,461.0,0.0,5.0
3626,2,1,0,0,3,413.57328703703706,2,87.0,1.0,3.0
3627,0,0,3,3,3,413.557175925926,2,87.0,1.0,2.0
3628,0,0,1,1,2,1.2640625,2,534.0,2.0,4.0
3631,0,0,3,1,3,0.0728125,4,769.0,1.0,5.0
3660,0,0,1,0,2,95.71417824074074,1,1401.0,5.0,2.0
3698,0,0,6,6,4,89.98729166666666,3,651.0,1.0,2.0
3736,0,0,21,20,7,63.51988425925926,7,116.0,1.0,4.0
3739,0,0,3,0,3,485.5425462962963,5,648.0,4.0,2.0
3740,0,0,3,1,3,93.57444444444444,6,1401.0,5.0,2.0
3752,0,0,3,3,3,97.81239583333333,6,647.0,5.0,2.0
3763,4,0,6,6,5,78.98368055555555,8,3.0,4.0,2.0
3776,4,0,6,4,5,272.9918171296296,7,218.0,2.0,4.0
3782,0,0,3,3,3,23.883645833333333,6,534.0,2.0,2.0
3787,5,0,10,8,6,133.7288773148148,9,1837.0,2.0,4.0
3800,5,0,10,7,6,72.08854166666667,14,108.0,9.0,5.0
3818,0,0,6,1,4,216.11875,4,1381.0,1.0,2.0
3829,0,0,1,1,2,1.1857754629629629,1,766.0,4.0,2.0
3861,0,0,15,13,6,272.02140046296296,6,254.0,1.0,2.0
3864,0,0,6,2,4,91.0616087962963,6,649.0,3.0,2.0
3870,0,0,1,1,2,34.52596064814815,2,363.0,2.0,4.0
3874,0,0,3,3,3,5.781550925925926,6,361.0,4.0,4.0
3878,0,0,1,0,2,77.51864583333334,2,1148.0,2.0,4.0
3879,0,0,1,1,2,77.51876157407408,2,1148.0,2.0,4.0
3893,0,0,10,6,5,40.60494212962963,5,332.0,2.0,4.0
3909,2,1,0,0,3,90.15608796296296,2,146.0,1.0,2.0
3930,0,0,1,1,2,89.68427083333333,4,254.0,4.0,2.0
3959,0,0,3,3,3,5.1454050925925925,3,115.0,2.0,2.0
3973,0,0,3,2,3,89.86556712962962,3,1404.0,2.0,2.0
3974,0,0,6,4,4,5.802025462962963,3,257.0,1.0,5.0
3978,0,0,3,2,3,8.099444444444444,2,1402.0,4.0,5.0
3999,24,3,28,23,11,393.81416666666667,16,646.0,6.0,2.0
4001,0,0,3,3,3,40.99548611111111,3,650.0,2.0,5.0
4005,0,0,1,1,2,12.81125,1,651.0,1.0,4.0
4008,0,0,3,3,3,91.05741898148148,4,649.0,3.0,2.0
4009,0,0,1,1,2,12.806041666666667,1,651.0,1.0,4.0
4019,0,0,3,3,3,32.99961805555556,2,651.0,1.0,2.0
4020,0,0,6,6,4,90.87008101851852,5,650.0,2.0,4.0
4022,0,0,6,4,4,20.07894675925926,5,332.0,2.0,4.0
4023,0,0,1,1,2,88.62736111111111,1,1403.0,3.0,4.0
4026,0,0,1,1,2,12.13144675925926,1,651.0,1.0,4.0
4033,285,171,105,44,34,3029.9196875,57,,0.0,4.0
4036,0,0,1,1,2,12.090462962962963,1,651.0,1.0,4.0
4038,0,0,1,1,2,12.08988425925926,1,651.0,1.0,4.0
4045,0,0,6,3,4,88.02819444444444,3,1398.0,8.0,2.0
4060,0,0,1,1,2,11.953541666666666,2,650.0,2.0,4.0
4063,4,0,6,6,5,205.8927430555556,6,652.0,0.0,4.0
4066,0,0,3,3,3,20.04454861111111,2,651.0,1.0,4.0
4074,0,0,6,6,4,219.80802083333333,3,651.0,1.0,4.0
4079,0,0,6,5,4,221.6853356481481,3,651.0,1.0,4.0
4084,0,0,6,5,4,90.8708101851852,6,254.0,4.0,4.0
4125,0,0,10,7,5,109.86796296296296,7,650.0,2.0,2.0
4128,0,0,21,6,7,140.61924768518517,14,804.0,2.0,2.0
4163,0,0,10,9,5,427.9684027777778,8,648.0,4.0,4.0
4178,0,0,3,3,3,5.786770833333334,6,533.0,3.0,5.0
4227,5,0,10,4,6,20.21950231481481,6,219.0,1.0,3.0
4265,7,0,21,14,8,69.11206018518519,8,572.0,1.0,2.0
4269,14,1,21,15,9,384.1448842592592,14,55.0,1.0,2.0
4316,0,0,6,4,4,11.08394675925926,3,1838.0,1.0,2.0
4322,8,0,28,22,9,32.698622685185185,11,216.0,2.0,2.0
4323,2,0,1,1,3,6600.4238888888885,2,364.0,1.0,2.0
4324,0,0,6,4,4,97.76503472222224,5,461.0,0.0,2.0
4357,0,0,28,20,8,259.8988194444444,17,376.0,6.0,5.0
4358,0,0,15,10,6,185.61519675925925,10,1144.0,6.0,2.0
4382,0,0,3,3,3,1.080324074074074,3,535.0,1.0,2.0
4400,0,0,1,1,2,77.6884375,1,1403.0,3.0,2.0
4406,0,0,21,14,7,149.10782407407407,11,927.0,2.0,2.0
4422,16,1,28,16,10,790.8726041666666,10,418.0,2.0,2.0
4429,2,0,1,1,3,26.826851851851853,3,535.0,1.0,2.0
4435,0,0,6,6,4,70.56657407407407,5,300.0,5.0,2.0
4444,0,0,3,2,3,12.471342592592592,3,116.0,1.0,2.0
4445,0,0,21,13,7,34.239583333333336,9,8.0,0.0,2.0
4474,3,0,3,3,4,62.12642361111112,5,115.0,2.0,5.0
4480,0,0,1,1,2,1.2388078703703704,1,116.0,1.0,5.0
4509,0,0,1,1,2,74.01759259259259,1,1404.0,2.0,2.0
4518,0,0,10,7,5,286.9001851851852,8,647.0,5.0,2.0
4559,0,0,21,20,7,132.72462962962962,12,330.0,4.0,2.0
611,0,0,0,0,1,243.32429398148147,0,641.0,1.0,2.0
612,0,0,0,0,1,243.3277662037037,0,641.0,1.0,2.0
4601,0,0,6,5,4,6.648796296296296,5,535.0,1.0,5.0
4614,0,0,3,1,3,70.58372685185185,4,1403.0,3.0,2.0
4621,0,0,1,1,2,1.6873148148148147,1,1405.0,1.0,2.0
4622,0,0,3,2,3,23.441238425925928,2,364.0,1.0,2.0
4628,0,0,0,0,1,121.556875,0,1402.0,4.0,2.0
4629,0,0,1,1,2,69.50359953703703,1,1404.0,2.0,2.0
4703,10,0,45,31,11,42.18958333333333,15,418.0,2.0,5.0
4706,0,0,1,1,2,68.94368055555556,1,1404.0,2.0,2.0
4715,0,0,6,3,4,71.04018518518518,3,365.0,0.0,2.0
4725,5,0,10,6,6,26.846550925925925,14,1400.0,6.0,4.0
4727,0,0,6,6,4,69.17362268518518,6,113.0,4.0,2.0
4750,0,0,1,1,2,68.64199074074074,1,1404.0,2.0,2.0
4751,5,0,10,10,6,223.6390046296296,19,1835.0,4.0,4.0
4805,0,0,3,2,3,24.866527777777776,4,1403.0,3.0,4.0
4821,1764,3486,210,28,105,3359.2975347222223,277,33.0,21.0,2.0
4822,0,0,6,6,4,27.840671296296296,3,651.0,1.0,2.0
4877,0,0,10,10,5,18.235023148148148,4,84.0,0.0,3.0
4920,36,6,36,27,13,907.6933101851852,22,648.0,4.0,2.0
4953,2,0,1,1,3,15.206493055555557,2,116.0,1.0,2.0
4958,3,0,3,3,4,1141.9715625,6,268.0,0.0,2.0
4969,0,0,6,4,4,64.32158564814814,3,381.0,1.0,2.0
5016,63,36,21,12,16,5386.716412037037,38,2934.0,5.0,2.0
5028,0,0,3,1,3,2.9782060185185184,4,1404.0,2.0,2.0
5049,12,3,6,3,7,14.699965277777778,8,115.0,2.0,2.0
5054,0,0,3,1,3,62.960717592592594,3,103.0,2.0,2.0
5067,3,0,3,3,4,159.86853009259258,3,390.0,1.0,3.0
5070,2,0,1,0,3,9.623368055555556,2,415.0,1.0,5.0
5077,0,0,3,3,3,12.583414351851852,2,1150.0,0.0,2.0
5094,0,0,6,4,4,56.12320601851852,7,360.0,5.0,2.0
5109,0,0,15,13,6,62.92824074074074,10,266.0,2.0,2.0
5128,2,0,1,1,3,61.27395833333333,2,573.0,0.0,2.0
5141,0,0,6,5,4,2754.3450231481484,3,364.0,1.0,2.0
5182,0,0,6,5,4,0.0813657407407407,6,1402.0,4.0,2.0
5220,0,0,1,1,2,59.8378125,1,1404.0,2.0,2.0
5224,0,0,6,3,4,165.66467592592593,5,256.0,2.0,4.0
5303,0,0,15,7,6,531.6872222222222,7,652.0,0.0,2.0
5312,0,0,6,3,4,115.1036226851852,7,1401.0,5.0,4.0
5363,2,0,1,1,3,4053.807349537037,2,116.0,1.0,5.0
5374,0,0,3,3,3,41.93883101851852,2,535.0,1.0,2.0
5376,0,0,36,22,9,357.3040046296296,13,53.0,3.0,4.0
5387,0,0,3,3,3,21.286782407407408,3,651.0,1.0,4.0
5426,0,0,1,1,2,55.29475694444445,1,364.0,1.0,4.0
5437,0,0,1,1,2,2.960960648148148,1,535.0,1.0,2.0
5472,0,0,28,23,8,37.71782407407407,14,330.0,4.0,5.0
5485,0,0,3,1,3,72.34959490740741,2,381.0,1.0,2.0
5497,0,0,1,1,2,50.04994212962963,1,651.0,1.0,3.0
5522,35,10,21,10,12,783.9154050925926,22,530.0,6.0,2.0
5625,0,0,3,3,3,72.45835648148149,7,1835.0,4.0,2.0
5630,3,0,3,2,4,70.24421296296296,4,1404.0,2.0,2.0
5637,0,0,10,8,5,1.8666782407407407,5,1404.0,2.0,5.0
5642,3,0,3,1,4,7412.857800925926,4,918.0,2.0,2.0
5677,0,0,10,5,5,49.90804398148149,5,419.0,1.0,4.0
5679,0,0,1,1,2,47.68339120370371,1,1405.0,1.0,2.0
5692,4,1,1,1,4,34.208125,4,49.0,1.0,2.0
5693,696,276,406,156,53,1124.2094791666666,167,2896.0,43.0,2.0
