BugID,FI,NI,SI,RI,CC,ElapsedTime,CI,OE,OW,Priority
14145,0,0,10,8,5,8949.220439814815,5,388.0,6.0,2.0
14157,0,0,10,10,5,8949.042199074074,8,234.0,5.0,5.0
14168,0,0,6,4,4,8948.988217592592,5,128.0,2.0,5.0
14194,0,0,21,18,7,8948.888761574073,7,150.0,1.0,5.0
14200,0,0,6,5,4,8948.869837962962,4,146.0,2.0,2.0
14236,0,0,3,2,3,465.0141203703704,4,415.0,1.0,1.0
14254,0,0,36,33,9,8947.902534722221,19,800.0,4.0,5.0
14258,0,0,15,14,6,8947.850671296297,7,319.0,3.0,4.0
14280,48,3,120,100,19,8974.692476851851,31,453.0,8.0,2.0
14289,0,0,6,5,4,8946.958229166667,4,128.0,2.0,2.0
14302,0,0,6,6,4,8974.397511574074,5,379.0,3.0,2.0
14313,0,0,21,18,7,8974.248726851853,6,800.0,4.0,2.0
14318,0,0,6,6,4,8946.52550925926,3,212.0,2.0,2.0
14346,0,0,21,17,7,8945.999710648148,10,680.0,4.0,2.0
14348,0,0,28,28,8,680.0635300925926,7,373.0,1.0,4.0
14353,0,0,21,21,7,8973.547199074073,6,641.0,1.0,4.0
14354,7,0,21,21,8,8945.966284722223,21,1371.0,11.0,2.0
13427,0,0,1,1,2,8985.158599537037,1,146.0,1.0,2.0
14376,0,0,10,10,5,8945.853680555556,8,318.0,4.0,5.0
14381,0,0,45,33,10,8945.839641203704,19,676.0,8.0,2.0
14413,6,0,15,6,7,178.70177083333334,12,1838.0,1.0,6.0
14414,0,0,3,3,3,1.8701967592592592,3,237.0,2.0,2.0
10734,0,0,3,3,3,8999.163078703703,3,406.0,1.0,2.0
14442,6,0,15,12,7,147.43596064814815,10,375.0,7.0,2.0
14458,0,0,6,6,4,8944.92119212963,3,104.0,1.0,2.0
14464,0,0,15,15,6,76.18747685185186,11,678.0,6.0,4.0
14465,0,0,3,3,3,181.9381481481481,2,766.0,4.0,2.0
14478,0,0,6,6,4,0.8129166666666666,5,148.0,3.0,6.0
14487,6,0,15,12,7,8944.8296875,10,21.0,3.0,6.0
14499,0,0,10,9,5,14.183645833333332,5,111.0,2.0,2.0
14513,0,0,45,40,10,8944.751053240741,21,317.0,3.0,2.0
14522,0,0,3,3,3,8944.7175,3,459.0,2.0,2.0
14523,0,0,6,6,4,8972.289097222223,7,1378.0,4.0,2.0
14529,0,0,10,8,5,8944.682210648149,5,87.0,1.0,2.0
14532,32,1,120,54,18,1384.6178819444444,29,457.0,4.0,1.0
14540,0,0,21,17,7,8944.627013888889,16,779.0,6.0,5.0
14543,0,0,10,8,5,8944.60113425926,6,458.0,3.0,4.0
14546,0,0,21,18,7,8944.578217592592,32,369.0,9.0,2.0
14552,0,0,10,10,5,8972.118148148149,5,319.0,1.0,4.0
14557,0,0,10,9,5,8944.47125,5,1404.0,2.0,2.0
14599,13,0,78,56,14,8943.994282407408,39,915.0,5.0,2.0
14601,0,0,3,1,3,6.892280092592593,4,417.0,3.0,3.0
14609,0,0,15,13,6,8943.932152777777,5,129.0,1.0,2.0
14637,0,0,10,10,5,8971.42829861111,5,128.0,2.0,5.0
14665,16,1,28,14,10,8943.769085648148,13,320.0,2.0,3.0
14678,0,0,1,1,2,69.9363425925926,2,380.0,2.0,2.0
14680,0,0,21,19,7,8943.728298611111,19,552.0,5.0,6.0
14725,0,0,6,6,4,8943.032881944444,3,803.0,1.0,2.0
14727,0,0,28,27,8,8943.030162037037,14,458.0,3.0,2.0
14735,0,0,15,13,6,8970.555023148148,7,75.0,3.0,5.0
14754,0,0,1,1,2,0.3163310185185185,1,1402.0,4.0,2.0
14755,0,0,1,1,2,0.9932986111111112,1,1400.0,6.0,2.0
14770,0,0,0,0,1,26.37601851851852,0,1404.0,2.0,2.0
14772,22,1,55,29,13,8970.449791666666,33,41.0,3.0,2.0
14811,0,0,3,2,3,26.724375,3,460.0,1.0,2.0
14827,60,6,105,51,19,159.1283449074074,57,1129.0,21.0,2.0
14852,0,0,15,14,6,676.0837731481481,5,499.0,2.0,2.0
14854,7,0,21,18,8,8941.9865625,9,207.0,2.0,2.0
14856,0,0,45,40,10,684.0790162037038,19,992.0,8.0,2.0
14857,0,0,10,8,5,129.13297453703703,7,1400.0,6.0,6.0
14862,0,0,1,0,2,180.6402199074074,2,767.0,3.0,2.0
14865,0,0,15,12,6,250.87775462962964,6,927.0,2.0,2.0
14867,5,0,10,9,6,8941.900671296296,10,927.0,2.0,2.0
14899,0,0,1,1,2,109.8880324074074,1,1399.0,7.0,6.0
14900,0,0,0,0,1,109.8804050925926,0,1403.0,3.0,5.0
14903,0,0,21,19,7,8941.76383101852,8,325.0,3.0,1.0
14904,0,0,15,15,6,8941.760914351851,9,1041.0,3.0,2.0
14909,1,0,0,0,2,7773.245428240741,1,545.0,2.0,2.0
14920,0,0,15,15,6,8968.516122685185,6,254.0,1.0,2.0
14922,0,0,36,23,9,8968.447777777777,14,326.0,2.0,2.0
14925,0,0,3,3,3,5.768425925925926,3,741.0,1.0,2.0
14933,3,0,3,3,4,8940.432916666667,12,458.0,3.0,2.0
14954,0,0,3,3,3,8967.440023148149,2,,0.0,2.0
14967,0,0,105,86,15,8939.65130787037,28,265.0,3.0,5.0
14982,0,0,6,6,4,8939.170462962962,4,461.0,0.0,3.0
14997,0,0,6,6,4,8938.999768518519,3,642.0,0.0,2.0
15007,0,0,1,1,2,8938.947349537037,1,1404.0,2.0,3.0
15049,0,0,28,28,8,680.7723032407407,10,639.0,3.0,2.0
15061,0,0,15,13,6,8966.143356481482,5,641.0,1.0,2.0
15079,0,0,15,14,6,8938.042581018519,7,801.0,3.0,2.0
15083,0,0,10,7,5,8965.61304398148,6,86.0,2.0,2.0
15089,0,0,45,27,10,8937.9990625,20,369.0,9.0,2.0
15099,0,0,10,7,5,8937.960972222223,6,148.0,3.0,2.0
15115,0,0,91,63,14,8965.4790625,31,534.0,13.0,2.0
15123,0,0,3,3,3,8937.860428240741,2,460.0,1.0,2.0
15130,0,0,28,17,8,8965.391377314814,9,12.0,1.0,2.0
15146,0,0,6,6,4,114.01844907407408,5,1018.0,3.0,6.0
15150,9,0,36,23,10,8937.643356481482,19,133.0,5.0,2.0
15156,0,0,1,1,2,61.91603009259259,2,444.0,0.0,2.0
15184,3,0,3,3,4,43.169016203703706,9,923.0,6.0,2.0
15198,0,0,1,0,2,232.75523148148147,1,639.0,3.0,2.0
15203,0,0,3,3,3,120.27373842592591,2,379.0,3.0,2.0
15210,4,0,6,3,5,237.00635416666665,8,1835.0,4.0,2.0
15215,0,0,36,21,9,8536.656956018518,17,10.0,3.0,2.0
15217,0,0,3,3,3,47.99153935185185,4,14.0,2.0,2.0
15219,0,0,21,19,7,8964.366354166666,7,149.0,2.0,2.0
15222,0,0,6,6,4,186.9316087962963,5,373.0,9.0,2.0
15225,0,0,3,3,3,186.9306712962963,2,378.0,4.0,2.0
15232,25,10,10,5,10,8405.867361111112,13,108.0,3.0,2.0
15245,0,0,10,7,5,8936.566666666668,8,8.0,0.0,2.0
15259,0,0,6,5,4,8963.612569444444,5,802.0,2.0,2.0
15262,0,0,6,6,4,8963.591203703703,3,801.0,3.0,2.0
15263,0,0,15,11,6,8936.02482638889,6,109.0,2.0,2.0
15265,0,0,21,18,7,8963.587071759259,22,636.0,6.0,4.0
15279,1,0,0,0,2,8935.88974537037,1,0.0,2.0,2.0
15291,0,0,21,21,7,8963.436273148149,7,128.0,2.0,2.0
15296,0,0,6,5,4,8963.407766203703,3,804.0,2.0,2.0
15307,0,0,45,35,10,677.8919560185185,10,501.0,0.0,6.0
15320,288,66,276,147,36,8963.205034722223,83,1781.0,19.0,5.0
15347,0,0,21,17,7,8962.873842592593,10,8.0,5.0,2.0
15354,0,0,6,4,4,40.06206018518518,3,15.0,1.0,2.0
15364,325,78,300,139,38,5966.309699074074,109,25.0,10.0,2.0
15366,0,0,10,7,5,8962.572638888889,7,925.0,4.0,2.0
15367,0,0,1,1,2,8962.568958333333,1,1404.0,2.0,2.0
15371,0,0,1,1,2,17.887604166666666,3,498.0,3.0,2.0
15372,34,1,136,85,19,8962.531307870371,23,70.0,1.0,2.0
15391,8,0,28,17,9,860.4046180555556,16,304.0,6.0,6.0
15399,11,0,55,35,12,8962.082395833333,27,459.0,2.0,5.0
15402,0,0,6,6,4,8961.7934375,5,307.0,3.0,2.0
15403,0,0,36,19,9,8961.747337962963,12,30.0,3.0,2.0
15423,0,0,15,14,6,39.5994212962963,12,1144.0,6.0,2.0
15432,0,0,28,19,8,8960.4096875,12,254.0,4.0,3.0
15464,0,0,10,10,5,8959.486608796296,4,77.0,1.0,2.0
15480,7,0,21,20,8,8959.419756944444,10,457.0,4.0,2.0
15503,0,0,10,8,5,8959.35207175926,4,212.0,2.0,2.0
15513,0,0,3,3,3,98.90667824074076,2,1403.0,3.0,2.0
15537,0,0,6,6,4,8959.258657407407,4,319.0,1.0,2.0
15555,36,1,153,81,20,8958.763854166667,38,1152.0,2.0,2.0
15560,0,0,6,4,4,76.63763888888889,3,406.0,1.0,2.0
15586,0,0,15,6,6,588.3044328703704,6,1400.0,6.0,2.0
15593,0,0,6,5,4,8958.575150462962,5,23.0,2.0,3.0
15596,0,0,21,21,7,8958.564733796296,13,385.0,6.0,6.0
15606,6,1,3,2,5,19.98828703703704,10,322.0,6.0,4.0
15607,0,0,6,6,4,22.025127314814814,12,320.0,8.0,4.0
15608,78,15,78,57,19,8930.920497685185,64,2910.0,29.0,2.0
15618,0,0,15,11,6,296.974849537037,8,65.0,4.0,5.0
15623,20,1,45,31,12,341.68025462962964,35,286.0,4.0,4.0
15624,0,0,15,14,6,8958.402928240741,8,740.0,2.0,2.0
15636,0,0,3,2,3,8958.368969907408,10,125.0,5.0,2.0
15644,0,0,21,20,7,8958.313333333334,10,25.0,0.0,2.0
15693,8,0,28,28,9,1592.2230671296295,11,499.0,2.0,2.0
15711,4,0,6,4,5,8957.455717592593,7,69.0,0.0,2.0
15712,0,0,3,2,3,8957.445891203704,3,320.0,0.0,4.0
15720,0,0,36,29,9,8957.398599537037,23,312.0,10.0,6.0
15738,0,0,3,3,3,8957.261840277777,2,18.0,3.0,2.0
15742,0,0,21,16,7,8454.603263888888,7,238.0,1.0,2.0
15757,4,0,6,6,5,8956.83832175926,6,67.0,2.0,2.0
15758,5,0,10,10,6,8956.80380787037,6,112.0,1.0,2.0
15765,0,0,1,1,2,0.988738425925926,1,1405.0,1.0,2.0
15767,0,0,3,1,3,969.5016319444444,2,147.0,1.0,2.0
15653,0,0,6,6,4,8930.654467592592,3,219.0,1.0,2.0
15777,4,0,6,6,5,8956.446782407407,8,765.0,5.0,2.0
15788,0,0,3,3,3,8956.36162037037,3,254.0,1.0,2.0
15816,0,0,10,10,5,8956.141354166666,4,928.0,1.0,2.0
15839,0,0,15,15,6,11.186284722222222,8,236.0,3.0,6.0
15846,0,0,6,5,4,229.20446759259252,3,928.0,1.0,2.0
15853,6,0,15,9,7,8955.541967592593,7,209.0,5.0,2.0
15865,14,1,21,19,9,4057.232291666666,26,1032.0,12.0,2.0
15882,0,0,10,9,5,8955.429108796296,7,461.0,0.0,2.0
15890,0,0,6,4,4,8955.359212962963,4,86.0,2.0,2.0
15898,0,0,3,2,3,8955.31951388889,5,210.0,4.0,2.0
15909,0,0,6,5,4,8955.233356481482,5,371.0,3.0,2.0
15934,4,0,6,6,5,8954.64576388889,5,171.0,2.0,5.0
15945,0,0,10,9,5,8954.551365740741,5,87.0,1.0,2.0
15949,3,0,3,3,4,32.93521990740741,3,928.0,1.0,2.0
15963,4,0,6,6,5,8954.210347222222,5,218.0,2.0,4.0
15982,0,0,45,33,10,8953.922858796297,12,103.0,2.0,2.0
16009,56,6,91,64,18,8520.710613425927,68,574.0,32.0,2.0
16014,8,1,6,6,6,8953.250821759259,7,217.0,1.0,2.0
16020,5,0,10,10,6,8953.21289351852,7,83.0,1.0,3.0
16032,0,0,15,11,6,8953.031469907408,8,1252.0,3.0,2.0
16037,96,28,66,48,20,631.8643287037037,33,649.0,3.0,4.0
16044,0,0,15,8,6,8952.788993055556,8,83.0,1.0,5.0
16068,0,0,10,9,5,8952.624733796296,5,90.0,2.0,2.0
16073,0,0,3,3,3,15.837592592592593,2,257.0,1.0,2.0
16075,0,0,10,8,5,8952.593113425926,9,1377.0,5.0,4.0
16076,0,0,6,5,4,8952.590185185185,6,117.0,3.0,2.0
16125,0,0,3,1,3,196.9850578703704,17,1839.0,0.0,2.0
16126,0,0,15,15,6,7.863958333333334,16,216.0,2.0,6.0
16137,0,0,6,3,4,30.93454861111111,6,925.0,4.0,2.0
16152,0,0,28,22,8,8952.113773148149,14,634.0,8.0,4.0
16163,0,0,3,2,3,8951.863506944444,4,7.0,1.0,2.0
16175,0,0,21,17,7,30.29535879629629,10,1149.0,1.0,2.0
16186,0,0,1,1,2,8951.617048611111,1,13.0,0.0,2.0
16218,4,0,6,6,5,100.94907407407408,7,1146.0,4.0,4.0
16226,15,3,10,4,8,3594.7757407407407,23,1175.0,13.0,2.0
16232,0,0,15,7,6,8923.785925925926,5,91.0,1.0,2.0
16238,0,0,10,8,5,8951.369004629629,4,239.0,0.0,4.0
16250,0,0,6,6,4,8951.280613425926,3,804.0,2.0,2.0
16256,0,0,28,25,8,8951.243900462963,23,802.0,4.0,2.0
16285,0,0,10,7,5,8950.651018518518,10,765.0,5.0,6.0
16286,0,0,28,19,8,8950.646400462963,10,104.0,1.0,5.0
16302,0,0,3,3,3,8950.599201388888,3,1837.0,2.0,2.0
16309,0,0,3,3,3,63.150671296296295,3,652.0,0.0,2.0
16315,0,0,10,10,5,8950.523657407408,6,498.0,3.0,2.0
16317,0,0,15,11,6,8950.51724537037,6,640.0,2.0,3.0
16330,4,0,6,5,5,8950.459027777777,5,150.0,1.0,2.0
16339,0,0,36,25,9,8950.410752314814,16,570.0,3.0,4.0
16348,0,0,6,5,4,8950.380983796296,4,392.0,2.0,2.0
16353,0,0,15,12,6,8950.364027777778,5,49.0,1.0,2.0
16373,0,0,3,3,3,8950.275578703704,3,145.0,2.0,2.0
16380,98,21,91,53,21,8950.216458333334,30,,0.0,2.0
16383,0,0,21,17,7,8950.183125,7,119.0,1.0,2.0
16385,0,0,21,15,7,223.78635416666663,11,1148.0,2.0,2.0
16393,0,0,15,15,6,8950.100671296297,10,118.0,2.0,2.0
16394,0,0,3,3,3,8950.084351851852,4,555.0,2.0,2.0
16395,0,0,15,13,6,8950.096099537037,7,78.0,2.0,2.0
16402,4,0,6,5,5,69.41994212962963,19,1394.0,12.0,2.0
16416,0,0,10,7,5,8949.611273148148,5,98.0,1.0,2.0
16420,5,0,10,9,6,8949.598738425926,12,367.0,7.0,2.0
16422,0,0,21,17,7,8949.598402777778,13,7.0,7.0,4.0
16424,3,3,0,0,4,8949.589872685185,3,3.0,1.0,2.0
16426,0,0,3,1,3,8949.588043981481,2,13.0,1.0,2.0
16430,0,0,6,6,4,8949.568379629629,4,459.0,2.0,1.0
16435,0,0,28,20,8,8949.52048611111,8,112.0,1.0,4.0
16439,0,0,10,9,5,8949.501909722223,6,1464.0,2.0,2.0
16441,0,0,15,15,6,8949.480636574073,9,766.0,4.0,6.0
16442,6,0,15,12,7,8949.480914351852,14,215.0,5.0,2.0
16450,0,0,10,10,5,4.016203703703703,4,1149.0,1.0,4.0
16461,0,0,21,21,7,8949.436145833333,7,927.0,2.0,2.0
16476,0,0,10,10,5,3.825868055555556,6,1147.0,3.0,2.0
16483,0,0,3,3,3,8949.339594907407,2,150.0,1.0,4.0
16485,5,0,10,9,6,8949.321331018518,7,803.0,3.0,2.0
16486,0,0,6,6,4,8949.313078703704,5,459.0,2.0,6.0
16519,10,0,45,22,11,8948.6228125,16,1837.0,2.0,6.0
16541,0,0,3,3,3,8948.540659722223,2,119.0,1.0,2.0
16543,6,0,15,10,7,8948.522731481482,8,41.0,5.0,2.0
16548,0,0,10,9,5,8948.461643518518,4,651.0,1.0,2.0
16557,0,0,6,5,4,8948.414351851852,3,129.0,1.0,2.0
16563,0,0,10,8,5,8948.384837962964,6,319.0,3.0,2.0
16601,0,0,28,25,8,8947.319965277778,16,147.0,4.0,3.0
16603,55,10,55,41,16,8947.318182870371,26,360.0,5.0,2.0
16609,0,0,3,3,3,143.64916666666667,3,363.0,2.0,2.0
16614,0,0,6,5,4,8947.207291666668,3,321.0,1.0,2.0
16615,4,0,6,6,5,8947.131759259259,4,238.0,1.0,2.0
16629,2,0,1,1,3,8946.65667824074,3,145.0,2.0,2.0
16648,0,0,10,6,5,8946.229733796295,5,253.0,2.0,3.0
16676,0,0,36,24,9,8945.62201388889,18,1041.0,3.0,2.0
16677,5,0,10,5,6,281.30385416666667,5,319.0,9.0,2.0
16682,0,0,6,6,4,8945.59287037037,4,372.0,2.0,2.0
16692,0,0,6,6,4,8945.556620370371,4,149.0,2.0,2.0
16701,0,0,6,5,4,339.1947337962963,4,367.0,3.0,5.0
16734,0,0,28,19,8,239.96722222222223,9,79.0,1.0,2.0
16769,540,435,153,65,48,3166.0290277777776,161,,0.0,2.0
16775,100,6,300,177,29,8944.67107638889,127,188.0,0.0,2.0
16786,0,0,6,6,4,8944.610428240741,5,114.0,6.0,4.0
16814,0,0,28,25,8,8944.442488425926,14,289.0,1.0,2.0
16827,0,0,15,13,6,8944.395324074074,7,555.0,2.0,2.0
16828,0,0,3,3,3,8944.397013888889,3,800.0,4.0,2.0
16832,0,0,3,3,3,8916.774502314815,3,1142.0,3.0,6.0
16835,5,0,10,10,6,84.92969907407408,7,364.0,1.0,2.0
16847,0,0,3,3,3,8944.252094907408,4,127.0,3.0,2.0
16848,0,0,1,1,2,25.00896990740741,3,367.0,3.0,5.0
16855,0,0,15,12,6,8944.072777777777,6,109.0,2.0,5.0
16865,4,0,6,6,5,8943.760787037038,5,264.0,2.0,1.0
16893,3,0,3,3,4,266.09517361111114,6,651.0,1.0,2.0
16896,8,0,28,19,9,8943.523043981482,21,657.0,3.0,2.0
16900,0,0,10,6,5,8943.524398148149,4,390.0,1.0,2.0
16925,72,6,153,106,22,2416.811990740741,56,314.0,8.0,2.0
16929,0,0,36,24,9,8943.344074074073,28,1362.0,20.0,2.0
16937,0,0,15,14,6,8943.30736111111,8,404.0,3.0,5.0
16945,0,0,6,4,4,8943.187546296296,5,253.0,2.0,2.0
16966,0,0,6,6,4,8942.633206018518,3,475.0,1.0,2.0
16973,0,0,6,6,4,8942.598090277777,3,56.0,1.0,2.0
16992,0,0,10,10,5,8942.516944444444,5,117.0,3.0,2.0
17015,0,0,10,8,5,8942.38400462963,8,638.0,4.0,2.0
17024,0,0,3,2,3,266.0913194444444,6,1401.0,5.0,2.0
17045,0,0,3,3,3,8941.812002314815,3,253.0,2.0,5.0
17060,0,0,1,1,2,20.21637731481481,1,927.0,2.0,2.0
17061,0,0,15,11,6,8941.585289351851,9,206.0,3.0,2.0
17079,0,0,15,13,6,6.157118055555555,6,1148.0,2.0,2.0
17084,0,0,21,18,7,8941.45630787037,9,41.0,2.0,2.0
17086,0,0,6,6,4,8941.451030092592,3,150.0,1.0,2.0
17107,0,0,6,6,4,8941.34861111111,4,474.0,2.0,2.0
17119,0,0,10,10,5,8941.136597222223,5,237.0,2.0,2.0
17121,0,0,6,6,4,8941.05170138889,3,147.0,1.0,2.0
17126,414,153,253,90,41,8940.628171296295,90,319.0,1.0,2.0
17130,0,0,15,12,6,8940.525300925927,7,461.0,0.0,2.0
17134,0,0,6,5,4,8940.401030092593,3,220.0,0.0,2.0
17159,12,0,66,39,13,6720.29880787037,50,730.0,12.0,2.0
17174,0,0,6,6,4,8938.686400462962,3,1039.0,5.0,2.0
17190,0,0,6,6,4,8938.54261574074,4,211.0,3.0,2.0
17195,0,0,36,26,9,8938.477280092593,11,1404.0,2.0,2.0
17196,0,0,21,20,7,650.9976736111112,8,639.0,3.0,4.0
17234,0,0,3,1,3,254.0120949074074,2,319.0,1.0,2.0
17246,0,0,1,1,2,160.29714120370372,1,573.0,0.0,5.0
17284,2,0,1,0,3,41.08695601851852,4,652.0,0.0,5.0
17293,0,0,15,13,6,98.04210648148148,6,218.0,2.0,4.0
17298,0,0,10,10,5,8937.330127314815,5,149.0,2.0,2.0
17303,0,0,91,68,14,8937.29232638889,39,327.0,1.0,2.0
17304,0,0,6,6,4,8937.28863425926,3,1315.0,3.0,2.0
17305,0,0,6,3,4,33.939872685185186,4,768.0,2.0,5.0
17352,0,0,21,15,7,8936.621157407408,14,1142.0,3.0,6.0
17358,0,0,55,22,11,470.2086689814815,13,54.0,2.0,6.0
17364,0,0,6,5,4,8936.538993055556,5,43.0,3.0,2.0
17372,0,0,36,32,9,8936.501168981482,10,461.0,0.0,4.0
17377,0,0,15,15,6,8936.490960648149,6,90.0,2.0,2.0
17386,0,0,6,6,4,56.03310185185185,5,368.0,2.0,4.0
17393,8,0,28,19,9,8936.463472222222,10,219.0,1.0,2.0
17415,0,0,3,3,3,146.1955324074074,4,362.0,3.0,2.0
17416,0,0,10,8,5,8936.364502314815,4,319.0,1.0,6.0
17418,0,0,15,15,6,8936.343125,6,641.0,1.0,6.0
17431,4,0,6,6,5,8.928229166666666,9,1145.0,5.0,6.0
17447,5,0,10,10,6,8935.808043981482,5,1149.0,1.0,5.0
17464,63,3,210,144,24,8935.600729166666,123,577.0,17.0,2.0
17481,0,0,10,10,5,8935.45488425926,6,117.0,3.0,2.0
17484,0,0,10,10,5,8935.448171296297,13,1374.0,8.0,2.0
17537,0,0,10,10,5,8934.82775462963,4,68.0,1.0,2.0
17538,0,0,6,6,4,8934.824305555556,3,69.0,0.0,2.0
17542,0,0,10,9,5,8934.738333333333,4,112.0,1.0,2.0
17548,0,0,10,7,5,8934.630462962963,5,535.0,1.0,2.0
17551,5,0,10,9,6,234.9722106481481,24,1832.0,7.0,2.0
17566,44,6,55,52,15,8934.499247685186,28,2.0,6.0,2.0
17578,204,136,66,18,29,1736.1788888888889,248,1750.0,50.0,2.0
17605,0,0,36,31,9,646.8213541666667,14,1143.0,7.0,2.0
17613,0,0,10,9,5,111.70568287037035,6,1147.0,3.0,2.0
17641,0,0,15,9,6,8932.508206018518,6,451.0,1.0,2.0
17644,36,3,66,55,15,8932.490671296297,25,489.0,1.0,2.0
17655,0,0,15,9,6,8931.783414351852,17,794.0,10.0,2.0
17669,0,0,6,6,4,8931.550173611111,4,1380.0,2.0,2.0
17686,184,28,253,136,31,8931.483090277778,78,751.0,19.0,2.0
17695,0,0,21,16,7,8931.464930555556,8,459.0,2.0,2.0
17726,0,0,6,6,4,127.67299768518518,9,361.0,4.0,2.0
17732,7,0,21,16,8,794.9438078703704,13,1834.0,5.0,2.0
17738,0,0,36,27,9,8931.230150462963,11,326.0,2.0,2.0
17768,0,0,28,23,8,8930.578564814814,23,308.0,14.0,2.0
17770,0,0,10,10,5,8930.578159722223,8,115.0,5.0,2.0
17771,6,0,15,15,7,8930.57386574074,9,318.0,4.0,4.0
17791,0,0,6,6,4,8930.534143518518,9,217.0,7.0,2.0
17798,0,0,66,52,12,8930.508703703703,27,228.0,11.0,5.0
17800,0,0,6,6,4,8930.471643518518,3,739.0,3.0,2.0
17801,12,0,66,46,13,8930.468148148148,37,786.0,18.0,2.0
17802,0,0,3,2,3,8930.46224537037,2,46.0,0.0,4.0
17803,0,0,10,10,5,8930.449756944445,6,319.0,1.0,2.0
17805,0,0,3,3,3,8930.443599537037,3,222.0,2.0,2.0
17808,0,0,10,7,5,8930.4434375,6,148.0,3.0,2.0
17809,0,0,3,3,3,11.949826388888887,2,1838.0,1.0,2.0
17821,0,0,10,10,5,8930.371215277777,4,801.0,3.0,2.0
17833,0,0,6,6,4,8930.334733796297,4,1380.0,2.0,2.0
17847,0,0,21,21,7,8930.259710648148,9,1402.0,4.0,2.0
17852,0,0,45,38,10,8930.207743055556,24,637.0,5.0,5.0
17855,0,0,6,6,4,8930.029907407408,3,546.0,1.0,2.0
17865,0,0,10,6,5,8.319895833333334,5,1148.0,2.0,2.0
17871,0,0,15,11,6,8929.626574074075,9,767.0,3.0,2.0
17899,0,0,6,6,4,8929.45931712963,5,117.0,3.0,2.0
17906,0,0,10,10,5,8929.429976851852,4,321.0,1.0,2.0
17913,0,0,21,16,7,202.0800231481481,11,361.0,4.0,2.0
17920,0,0,120,86,16,8929.381331018518,29,317.0,11.0,2.0
17928,0,0,10,9,5,8929.360694444444,8,126.0,4.0,2.0
17955,0,0,6,6,4,8929.156921296297,3,1404.0,2.0,5.0
17956,0,0,28,26,8,8929.117349537037,13,316.0,6.0,2.0
17972,10,0,45,27,11,8928.852592592593,15,328.0,0.0,3.0
18006,0,0,21,21,7,8928.532523148147,12,364.0,6.0,6.0
18009,4,0,6,5,5,8928.520208333333,4,1672.0,0.0,2.0
18034,0,0,21,20,7,8928.390081018519,11,456.0,5.0,2.0
18036,0,0,6,6,4,8928.386469907407,4,797.0,7.0,2.0
18040,0,0,6,6,4,8928.353726851852,5,362.0,3.0,2.0
17948,11,0,55,34,12,8929.229525462963,34,1017.0,4.0,2.0
18068,0,0,3,3,3,8928.09056712963,2,1403.0,3.0,4.0
18071,5,0,10,10,6,6.547083333333333,5,641.0,1.0,5.0
18076,4,0,6,5,5,8927.668020833333,4,13.0,1.0,2.0
18092,0,0,15,15,6,25.937800925925927,7,364.0,6.0,5.0
18102,0,0,28,25,8,8927.537581018518,14,1398.0,8.0,6.0
18122,0,0,6,6,4,8927.456041666666,3,202.0,2.0,2.0
18125,0,0,6,6,4,8927.442592592593,3,91.0,1.0,2.0
18132,8,0,28,12,9,8927.4034375,10,0.0,2.0,2.0
18133,0,0,45,40,10,8927.383136574073,22,676.0,8.0,2.0
18140,0,0,3,3,3,572.821875,5,925.0,4.0,2.0
18150,0,0,78,63,13,8926.679340277778,21,1186.0,2.0,2.0
18157,0,0,10,7,5,8926.636689814815,5,118.0,2.0,2.0
18161,4,0,6,6,5,5.04255787037037,5,1148.0,2.0,4.0
18173,2,0,1,1,3,8926.289537037037,2,88.0,0.0,2.0
18178,0,0,21,15,7,8926.180162037037,6,79.0,1.0,3.0
18198,0,0,15,13,6,8925.464699074075,6,128.0,2.0,2.0
18226,0,0,3,3,3,8924.773599537037,3,253.0,2.0,4.0
18230,0,0,6,6,4,8924.676574074074,3,365.0,5.0,5.0
18240,0,0,28,27,8,8924.537418981481,16,736.0,6.0,2.0
18242,0,0,55,46,11,8924.536030092593,17,1042.0,2.0,2.0
18250,0,0,1,1,2,65.09142361111111,1,380.0,2.0,2.0
18251,8,0,28,22,9,1053.2567824074074,13,652.0,0.0,2.0
18253,0,0,15,9,6,8924.48425925926,6,326.0,2.0,2.0
18257,0,0,3,3,3,8924.456805555556,2,1402.0,4.0,4.0
18258,5,0,10,7,6,97.83767361111111,6,682.0,2.0,2.0
18259,0,0,10,9,5,8924.45037037037,4,78.0,1.0,4.0
18260,0,0,10,10,5,8924.44599537037,12,797.0,7.0,2.0
18264,0,0,1,1,2,8924.435601851852,1,222.0,2.0,2.0
18265,0,0,10,9,5,8924.429722222223,8,112.0,1.0,5.0
18266,972,630,351,201,63,8924.432372685185,202,174.0,21.0,2.0
18267,0,0,45,43,10,8924.418726851853,29,403.0,4.0,2.0
18273,0,0,10,8,5,8924.403333333334,5,288.0,2.0,2.0
18278,0,0,10,8,5,260.0581712962963,6,54.0,2.0,2.0
18287,0,0,10,4,5,8924.308715277777,4,2937.0,2.0,2.0
18316,0,0,21,15,7,101.50144675925924,8,1148.0,2.0,2.0
18321,38,1,171,101,21,272.3055787037037,57,323.0,11.0,2.0
18325,0,0,21,16,7,8923.64113425926,7,146.0,2.0,2.0
18361,0,0,28,25,8,106.1060763888889,9,206.0,3.0,5.0
18375,0,0,15,13,6,8923.37255787037,9,115.0,5.0,2.0
